"","animal_project_code","acoustic_tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"45","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-10 20:13:00,2019-02-11 09:15:00,133
"46","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 12:55:00,2019-02-11 12:55:00,1
"47","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 15:01:00,2019-02-11 15:01:00,1
"48","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 16:07:00,2019-02-11 16:58:00,3
"49","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-11 20:18:00,2019-02-13 23:35:00,2831
"50","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-14 05:04:00,2019-02-18 14:37:00,5686
"51","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-19 01:19:00,2019-02-20 13:17:00,1917
"52","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-02-20 21:37:00,2019-02-28 23:54:00,10585
"53","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-01 07:12:00,2019-03-04 23:35:00,4899
"54","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-05 01:40:00,2019-03-05 01:40:00,1
"55","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-05 03:51:00,2019-03-06 14:50:00,1783
"56","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-06 21:32:00,2019-03-07 06:09:00,436
"57","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-07 08:05:00,2019-03-07 18:52:00,471
"58","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-07 20:30:00,2019-03-07 21:36:00,26
"59","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-07 22:58:00,2019-03-08 00:50:00,54
"60","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 02:16:00,2019-03-08 02:27:00,11
"61","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 06:22:00,2019-03-08 14:21:00,254
"62","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 17:34:00,2019-03-08 18:34:00,13
"63","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-08 21:17:00,2019-03-08 21:28:00,10
"64","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-09 02:52:00,2019-03-09 06:48:00,199
"65","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-09 23:31:00,2019-03-09 23:38:00,8
"66","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-12 06:53:00,2019-03-12 07:57:00,14
"67","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-12 20:00:00,2019-03-12 20:32:00,4
"68","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-13 03:52:00,2019-03-14 10:22:00,1664
"69","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-16 12:07:00,2019-03-16 12:07:00,1
"70","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-16 13:47:00,2019-03-16 13:47:00,1
"71","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-16 15:26:00,2019-03-16 17:25:00,9
"72","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-16 19:35:00,2019-03-16 22:40:00,37
"73","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-17 08:57:00,2019-03-18 13:56:00,1697
"74","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-18 20:51:00,2019-03-22 11:29:00,4727
"75","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-23 01:16:00,2019-03-29 22:22:00,9041
"76","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-30 05:02:00,2019-03-30 09:33:00,177
"77","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-03-30 12:33:00,2019-04-07 12:42:00,10512
"78","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-04-07 22:59:00,2019-04-25 21:36:00,23194
"79","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-04-25 23:21:00,2019-04-25 23:34:00,13
"80","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-04-26 02:19:00,2019-05-13 07:19:00,22449
"81","DAK","A69-1602-10818","Suderpolder-2","VR2W-114164","53.165045","5.552381",2019-05-13 10:29:00,2019-05-15 08:29:00,2539
"82","DAK","A69-1602-10819","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"83","DAK","A69-1602-10819","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-07 19:31:00,2018-12-08 02:57:00,230
"84","DAK","A69-1602-10819","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-12-08 22:26:00,2018-12-08 23:28:00,28
"85","DAK","A69-1602-10819","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 01:40:00,2018-12-09 01:44:00,5
"86","DAK","A69-1602-10819","Suderpolder-6","VR2W-114165","53.179885","5.425022",2018-12-10 03:44:00,2018-12-16 16:32:00,4209
"87","DAK","A69-1602-10819","Suderpolder-6","VR2W-114165","53.179885","5.425022",2018-12-16 18:51:00,2018-12-16 19:18:00,4
"88","DAK","A69-1602-10819","Suderpolder-6","VR2W-114165","53.179885","5.425022",2018-12-16 20:29:00,2018-12-17 01:49:00,24
"89","DAK","A69-1602-10819","Suderpolder-6","VR2W-114165","53.179885","5.425022",2018-12-17 03:03:00,2018-12-17 08:43:00,115
"90","DAK","A69-1602-10820","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"91","DAK","A69-1602-10820","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-11-02 18:26:00,2018-11-02 18:34:00,9
"92","DAK","A69-1602-10820","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-11-02 19:53:00,2018-11-08 18:52:00,7945
"93","DAK","A69-1602-10820","Suderpolder-2","VR2W-114164","53.165045","5.552381",2018-11-13 21:29:00,2018-11-13 21:44:00,16
"94","DAK","A69-1602-10821","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"95","DAK","A69-1602-10821","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-24 21:38:00,2019-01-06 09:49:00,14782
"96","DAK","A69-1602-10822","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"97","DAK","A69-1602-10822","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-11-13 00:42:00,2018-11-13 17:29:00,945
"98","DAK","A69-1602-10823","rel_suderpolder1","none","53.16028","5.535724",2018-10-18 12:45:00,2018-10-18 12:45:00,1
"99","DAK","A69-1602-10823","Suderpolder-1","VR2W-114178","53.165585","5.552393",2018-12-07 18:27:00,2018-12-07 22:29:00,189
"100","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-08 01:41:00,2018-12-08 06:23:00,193
"101","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-08 13:49:00,2018-12-08 14:20:00,2
"102","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-08 16:39:00,2018-12-08 17:45:00,9
"103","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-08 19:07:00,2018-12-08 19:52:00,10
"104","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-08 21:23:00,2018-12-09 04:05:00,240
"105","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 05:09:00,2018-12-09 07:06:00,34
"106","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 08:22:00,2018-12-09 11:58:00,72
"107","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 13:10:00,2018-12-09 13:16:00,2
"108","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 14:39:00,2018-12-09 16:36:00,52
"109","DAK","A69-1602-10823","Suderpolder-5","VR2W-114172","53.178774","5.539683",2018-12-09 18:39:00,2018-12-10 01:06:00,219
