"","acoustic_project_code","station_name","deploy_latitude","deploy_longitude"
"107","2017_Fremur","F1",48.5626481,-2.0795972
"108","2017_Fremur","F2",48.56322,-2.0790824
"109","2017_Fremur","F3",48.5636697,-2.0788951
"110","2017_Fremur","F4",48.5641765,-2.0788492
"111","2017_Fremur","F5",48.5645998,-2.0790669
"112","2017_Fremur","F6",48.56484265,-2.07960655
"113","2017_Fremur","F7",48.5650855,-2.0801462
"114","2017_Fremur","F8",48.5653218,-2.0805222
"115","2017_Fremur","F9",48.5656499,-2.0810702
"116","2017_Fremur","F10",48.5662115,-2.0816408
"117","2017_Fremur","F11",48.5671059,-2.0811708
"118","2017_Fremur","F12",48.5677951,-2.0814957
"119","2017_Fremur","F13",48.5685506,-2.0817457
"120","2017_Fremur","F14",48.5692092,-2.0827875
"121","2017_Fremur","F15",48.5697487,-2.0838722
"122","2017_Fremur","F16",48.570391,-2.0848718
"123","2017_Fremur","F17",48.5709197,-2.0859962
"124","2017_Fremur","F18",48.5725315,-2.0845636
"125","2017_Fremur","F19",48.5711972,-2.0875173
"126","2017_Fremur","F20",48.5710153,-2.0888171
"127","2017_Fremur","F21",48.572804,-2.0902
"128","2017_Fremur","F22",48.5708606,-2.0903234
"129","2017_Fremur","F23",48.5703,-2.0916271
"130","2017_Fremur","F24",48.5663244,-2.0924762
"131","2017_Fremur","F25",48.5703243,-2.0931643
"132","2017_Fremur","F26",48.570855,-2.094656
"133","2017_Fremur","F27",48.5764351,-2.0978072
"134","2017_Fremur","F28",48.5769283,-2.099336
"135","2017_Fremur","F29",48.5763816,-2.1022033
"136","2017_Fremur","F30",48.5771422,-2.1027529
"137","2017_Fremur","F31",48.580934,-2.1078641
"138","2017_Fremur","F32",48.582385,-2.1078699
"139","2017_Fremur","F33",48.5873987,-2.1203978
"140","2017_Fremur","F34",48.5884209,-2.1221963
"141","2017_Fremur","F35",48.5902372,-2.1235563
"142","2017_Fremur","F36",48.5903258,-2.1235922
"143","2019_Grotenete","bn-1",51.093001,4.506837
"144","2019_Grotenete","bn-2",51.117416,4.549158
"145","2019_Grotenete","bn-3",51.126391,4.571903
"146","2019_Grotenete","gn-1",51.133464,4.588822
"147","2019_Grotenete","gn-2",51.135829,4.5937
"148","2019_Grotenete","gn-3",51.130352,4.617316
"149","2019_Grotenete","gn-4",51.135075,4.664932
"150","2019_Grotenete","gn-5",51.125942,4.718199
"151","2019_Grotenete","gn-6",51.078636,4.757592
"152","2019_Grotenete","gn-7",51.061848,4.787587
"153","2019_Grotenete","gn-8",51.070653,4.851284
"154","2019_Grotenete","gn-9",51.081153,4.913762
"155","2019_Grotenete","gn-10",51.091558,4.945793
"156","2019_Grotenete","gn-11",51.09592,4.957142
"157","2019_Grotenete","gn-12",51.103738,4.985322
"158","2019_Grotenete","gn-13",51.119771,4.990306
"159","2019_Grotenete","gn-14",51.138267,4.996319
"160","2019_Grotenete","ru-1",51.082273,4.366215
"161","DAK","Markiezaat-1",51.40197,4.235801
"162","DAK","Markiezaat-2",51.438485,4.234839
"163","DAK","Markiezaat-3",51.45897,4.229676
"164","DAK","Markiezaat-4",51.462835,4.225819
"165","DAK","Markiezaat-5",51.483798,4.228604
"166","DAK","Markiezaat-6",51.513097,4.218352
"167","DAK","Markiezaat-7",51.509707,4.176225
"168","DAK","Markiezaat-8",51.511428,4.170344
"169","DAK","Suderpolder-1",53.165585,5.552393
"170","DAK","Suderpolder-2",53.165045,5.552381
"171","DAK","Suderpolder-3",53.158511,5.508834
"172","DAK","Suderpolder-4",53.158767,5.508119
"173","DAK","Suderpolder-5",53.178774,5.539683
"174","DAK","Suderpolder-6",53.179885,5.425022
"175","DAK","Suderpolder-7",53.175467,5.409132
"176","EMMN","1",70.19394,22.96674
"177","EMMN","2",70.19556,22.97734
"178","EMMN","3",70.195333,22.987167
"179","EMMN","4",70.19777,22.99764
"180","EMMN","5",70.1975,23.009167
"181","EMMN","6",70.20001,23.01968
"182","EMMN","7",70.199667,23.028833
"183","EMMN","8",70.201,23.038667
"184","EMMN","9",70.201667,23.049667
"185","EMMN","10",70.202833,23.060167
"186","EMMN","11",70.203667,23.070167
"187","EMMN","12",70.204833,23.080333
"188","EMMN","13",70.205667,23.090167
"189","EMMN","14",70.206667,23.100167
"190","EMMN","15",70.207667,23.110333
"191","EMMN","16",70.2089,23.12035
"192","EMMN","17",70.209833,23.131167
"193","EMMN","18",70.210833,23.140667
"194","EMMN","19",70.2119,23.15241
"195","EMMN","20",70.213167,23.161
"196","EMMN","21",70.215,23.173167
"197","EMMN","22",70.0848,22.99217
"198","EMMN","23",70.0849,23.0015
"199","EMMN","24",70.085167,23.010833
"200","EMMN","25",70.085,23.021833
"201","EMMN","26",70.085,23.0425
"202","EMMN","27",70.0845,23.032167
"203","EMMN","28",70.085,23.0525
"204","EMMN","29",70.084833,23.0635
"205","EMMN","30",70.084333,23.071167
"206","EMMN","31",70.084833,23.084667
"207","EMMN","32",70.08453,23.09205
"208","EMMN","33",70.08465,23.10295
"209","EMMN","34",70.08455,23.11384
"210","EMMN","35",70.085333,23.126467
"211","EMMN","36",69.993667,23.300167
"212","EMMN","37",69.997,23.304833
"213","EMMN","38",70.000167,23.310167
"214","EMMN","39",70.003333,23.315
"215","EMMN","40",70.006333,23.319167
"216","EMMN","41",70.009667,23.324833
"217","EMMN","42",70.012667,23.3305
"218","EMMN","43",70.0165,23.337333
"219","EMMN","44",70.019167,23.339667
"220","EMMN","45",70.021667,23.343333
"221","EMMN","59",69.972376,23.398833
"222","EMMN","100",69.972941,23.406372
"223","ESGL","A",47.288033,-1.9939
"224","ESGL","AM1",47.1324,-1.69796
"225","ESGL","AM2",47.1319,-1.69705
"226","ESGL","AM3",47.1323,-1.69441
"227","ESGL","AV1",47.1336,-1.70623
"228","ESGL","AV2",47.133,-1.70816
"229","ESGL","AV3",47.1319,-1.7121
"230","ESGL","B1",47.21,-1.82689
"231","ESGL","B2",47.2074,-1.82838
"232","ESGL","BB",47.214025,-1.82403
"233","ESGL","BOX0",47.0924,-1.65511
"234","ESGL","C",47.293933,-2.016633
"235","ESGL","C1",47.1237,-1.67011
"236","ESGL","C2",47.1246,-1.67109
"237","ESGL","C3",47.126098,-1.679072
"238","ESGL","C4",47.12882688,-1.68036023
"239","ESGL","C5",47.1301,-1.68204
"240","ESGL","C6",47.1301,-1.682038
"241","ESGL","C7",47.1224,-1.68732
"242","ESGL","C8",47.1198,-1.68606
"243","ESGL","C9",47.1302,-1.69086
"244","ESGL","C10",47.126,-1.69522
"245","ESGL","C11",47.1278,-1.69436
"246","ESGL","C12",47.1307,-1.69285
"247","ESGL","C13",47.1237,-1.69873
"248","ESGL","C14",47.1247,-1.69815
"249","ESGL","C15",47.1306,-1.69511
"250","ESGL","CA",47.267842,-1.94744
"251","ESGL","CN",47.237895,-1.870765
"252","ESGL","D",47.1768,-2.1668
"253","ESGL","EBB1",47.2151,-1.82219
"254","ESGL","EBB2",47.215933,-1.821258
"255","ESGL","Ebis",47.29574,-2.0458
"256","ESGL","ECA",47.26858029,-1.94856907
"257","ESGL","EMA",47.2084,-1.78287
"258","ESGL","I",47.18043,-2.3844
"259","ESGL","MA",47.2078,-1.78561
"260","Noordzeekanaal","ARK Noord",52.355706,4.97029
"261","Noordzeekanaal","ARK Zuid",52.185058,4.996343
"262","Noordzeekanaal","Berlagerbrug",52.346957,4.912993
"263","Noordzeekanaal","Boezem Spaarne",52.41308,4.674668
"264","Noordzeekanaal","Cruquius",52.338227,4.63522
"265","Noordzeekanaal","De Poel",52.443433,5.047922
"266","Noordzeekanaal","Enkhuizen",52.702266,5.298687
"267","Noordzeekanaal","Grote sluis Noordzee",52.466907,4.600546
"268","Noordzeekanaal","Grote sluis NZK",52.467488,4.613347
"269","Noordzeekanaal","Halfweg boezemzijde",52.391732,4.770434
"270","Noordzeekanaal","Halfweg NZKzijde",52.394583,4.772506
"271","Noordzeekanaal","Kadoelen 1",52.408503,4.908567
"272","Noordzeekanaal","Kadoelen 2",52.408992,4.909988
"273","Noordzeekanaal","Kadoelen 3",52.41495,4.918467
"274","Noordzeekanaal","Kadoelen 4",52.415583,4.92355
"275","Noordzeekanaal","Kadoelen 5",52.411317,4.9304
"276","Noordzeekanaal","Katwijk 1",52.210324,4.401197
"277","Noordzeekanaal","Katwijk 2",52.207545,4.407171
"278","Noordzeekanaal","Katwijk 3",52.199717,4.426933
"279","Noordzeekanaal","Kleine sluis Noordzee",52.463762,4.587267
"280","Noordzeekanaal","Kleine sluis NZK",52.464559,4.592909
"281","Noordzeekanaal","Koog ad Zaan",52.463171,4.812326
"282","Noordzeekanaal","Lelystad",52.532761,5.433627
"283","Noordzeekanaal","Loosdracht 2b gemaal",52.242178,5.047687
"284","Noordzeekanaal","Loosdrecht 1",52.231981,5.032877
"285","Noordzeekanaal","Loosdrecht 3",52.256101,5.043167
"286","Noordzeekanaal","Loosdrecht2a sluis",52.243116,5.048159
"287","Noordzeekanaal","Middensluis Noordzee",52.46629,4.592332
"288","Noordzeekanaal","Middensluis NZK",52.465373,4.601803
"289","Noordzeekanaal","Muiden",52.32631,5.064354
"290","Noordzeekanaal","Noordzeekanaal",52.465232,4.633992
"291","Noordzeekanaal","Oranjesluis",52.38201,4.958877
"292","Noordzeekanaal","Overtoom 1",52.430117,4.784283
"293","Noordzeekanaal","Overtoom 2",52.430802,4.783545
"294","Noordzeekanaal","Overtoom 3",52.4312,4.784414
"295","Noordzeekanaal","Schinkelsluis",52.339692,4.84694
"296","Noordzeekanaal","Spaarndam",52.413517,4.67765
"297","Noordzeekanaal","Spaarne gemaal",52.410548,4.673446
"298","Noordzeekanaal","Spaarne sluis",52.412068,4.680792
"299","Noordzeekanaal","Spuisluis Noordzee",52.470319,4.594701
"300","Noordzeekanaal","Spuisluis NZK",52.470646,4.607811
"301","Noordzeekanaal","Vinkeveen gemaal",52.220129,4.973093
"302","Noordzeekanaal","Vinkeveen sluis",52.220603,4.972182
"303","Noordzeekanaal","Willem 2 sluis 2",52.383677,4.907053
"304","Noordzeekanaal","Zaangemaal 1",52.440868,4.824139
"305","Noordzeekanaal","Zaangemaal 2",52.440083,4.824859
"306","Noordzeekanaal","Zaangemaal 3",52.437818,4.826197
"307","Noordzeekanaal","Zijkanaal C kom",52.41411,4.682403
"308","Noordzeekanaal","Zwanenburg",52.369568,4.758351
"309","PTN-Silver-eel-Mondego","R1",40.283,-8.266
"310","PTN-Silver-eel-Mondego","R2",40.208,-8.434
"311","PTN-Silver-eel-Mondego","R3",40.214,-8.438
"312","PTN-Silver-eel-Mondego","R4",40.185,-8.615
"313","PTN-Silver-eel-Mondego","R5",40.145,-8.836
"314","PTN-Silver-eel-Mondego","R6",40.146,-8.839
"315","PTN-Silver-eel-Mondego","R7",40.145,-8.842
"316","PTN-Silver-eel-Mondego","R8",40.145372,-8.873039
"317","SEMP","above-kaunas-1",54.874171,24.001707
"318","SEMP","above-kaunas-2",54.874228,24.001093
"319","SEMP","above-kaunas-3",54.873063,23.999205
"320","SEMP","above-kaunas-4",54.873579,23.999337
"321","SEMP","below-kaunas-1",54.874708,23.999465
"322","SEMP","below-kaunas-2",54.874708,23.999465
"323","SEMP","below-kaunas-3",54.875486,24.000087
"324","SEMP","below-kaunas-4",54.876396,23.999052
"325","SEMP","klaipeda-1",55.718779,21.104573
"326","SEMP","klaipeda-2",55.727228,21.081867
"327","SEMP","klaipeda-3",55.695975,21.12433
"328","SEMP","klaipeda-4",55.720791,21.101353
"329","SEMP","Rusne-1",55.254931,21.426594
"330","SEMP","Rusne-2",55.270805,21.410735
"331","SEMP","Rusne-3",55.249009,21.433182
"332","SEMP","Rusne-4",55.233365,21.440105
"333","albert","ak-2",50.618026,5.591871
"334","albert","ak-3",50.62285,5.580676
"335","albert","ak-10",50.654402,5.622823
"336","albert","ak-11",50.65697,5.626992
"337","albert","ak-13",50.702052,5.67876
"338","albert","ak-14",50.714109,5.672638
"339","albert","ak-15",50.746608,5.689263
"340","albert","ak-16",50.75531,5.682348
"341","albert","ak-17",50.807726,5.674801
"342","albert","ak-18",50.811713,5.692692
"343","albert","ak-19",50.8608382,5.6386158
"344","albert","ak-20",50.8892706,5.6621637
"345","albert","ak-21",50.8887819,5.5749605
"346","albert","ak-22",50.9356423,5.4970086
"347","albert","ak-23",50.9357743,5.487716
"348","albert","ak-24",50.9380396,5.4373164
"349","albert","ak-25",50.9385133,5.4270421
"350","albert","ak-26",50.9406125,5.3743823
"351","albert","ak-27",50.9406792,5.3643243
"352","albert","ak-28",51.096684,5.108784
"353","albert","ak-29",51.096888,5.1133155
"354","albert","ak-30",50.097208,5.109596
"355","albert","ak-31",51.097875,5.108846
"356","albert","ak-32",51.098211,5.108959
"357","albert","ak-33",51.0985513,5.1029468
"358","albert","ak-34",51.1282853,5.1413858
"359","albert","ak-35",51.1576335,4.8653041
"360","albert","ak-36",51.159335,4.85635
"361","albert","ak-37",51.1601262,4.8561323
"362","albert","ak-38",51.168795,4.835036
"363","albert","ak-39",51.2248728,4.544249
"364","albert","ak-40",51.2281277,4.5332846
"365","albert","ak-41",51.239128,4.397469
"366","albert","ak-42",51.242076,4.403539
"367","albert","ak-43",51.249274,4.506109
"368","albert","ak-44",51.273737,4.332208
"369","albert","ak-45",51.280982,4.329702
"370","albert","ak-46",51.344943,4.290537
"371","albert","ak-47",51.345793,4.278738
"372","albert","ak-48",51.367743,4.3015
"373","albert","ak-x",51.097476,5.109196
"374","albert","HH1",50.941845,5.334551
"375","albert","HH2",50.965597,5.287241
"376","albert","HH3",50.973296,5.270083
"377","albert","HH4",50.99323,5.245137
"378","albert","HH5",51.016368,5.233414
"379","albert","HH6",51.041797,5.21874
"380","albert","HH7",51.055307,5.208966
"381","albert","HH8",51.076378,5.170783
"382","albert","HH9",51.092742,5.137916
"383","albert","HH10",51.154979,5.147086
"384","albert","HH11",51.194393,5.155753
"385","albert","S02",51.096973,5.110242
"386","albert","S07",51.096973,5.110242
"387","albert","S08",51.097872,5.109724
"388","albert","S09",51.097162,5.11063
"389","albert","S09-2",51.097162,5.11063
"390","albert","S10",51.097225,5.110328
"391","albert","S12",51.096669,5.111477
"392","albert","S13",51.097103,5.111644
"393","albert","S14",51.098103,5.110244
"394","albert","S15",51.09763,5.108964
"395","albert","S16",51.097907,5.109191
"396","albert","S17",51.098163,5.109424
"397","albert","S18",51.097433,5.109707
"398","albert","TOEVOERKANAAL",51.097195,5.10597
"399","albert","zandvlietsluis haven B",51.34458,4.30243
"400","bpns","",NA,NA
"401","bpns","?",51.703017,2.8133333
"402","bpns","ARMS1_Cpower",51.58,2.9961
"403","bpns","ARMS2_Cpower",51.579433,2.99605
"404","bpns","Belreef 2",51.4066,3.459
"405","bpns","Blackfish",51,3
"406","bpns","bpns_CNB01",51.67254,2.80187
"407","bpns","bpns-A1BIS",51.361333,2.967
"408","bpns","bpns-B05BELWIND",51.671667,2.796965
"409","bpns","BPNS-Belreef1",51.40839,3.45679
"410","bpns","bpns-BelwindReefballs",51.70442,2.81259
"411","bpns","bpns-BIRKENFELS",51.649333,2.533833333
"412","bpns","bpns-bloso",51.14883,2.72977
"413","bpns","bpns-boudewijn",51.308913,3.2029422
"414","bpns","bpns-brugge",51.233818,3.220045
"415","bpns","bpns-buitenratel",51.1937,2.4653
"416","bpns","bpns-C05AR1Belwind",51.671118,2.800503
"417","bpns","bpns-C05AR2Belwind",51.668632,2.80547
"418","bpns","bpns-C05AR3Belwind",51.667386,2.79966
"419","bpns","bpns-C05BELWIND",51.669075,2.8019683
"420","bpns","bpns-CNB02",51.67115,2.80438
"421","bpns","bpns-CNB03",51.66968,2.80741
"422","bpns","bpns-CNB04",51.67174,2.79819
"423","bpns","bpns-CNB05",51.6703,2.80098
"424","bpns","bpns-CNB06",51.66882,2.80399
"425","bpns","bpns-CNB07",51.66726,2.80668
"426","bpns","bpns-CNB08",51.6707,2.79492
"427","bpns","bpns-CNB09",51.66936,2.7976
"428","bpns","bpns-CNB10",51.66811,2.80066
"429","bpns","bpns-CNB11",51.66653,2.8034
"430","bpns","bpns-CNB12",51.66854,2.79434
"431","bpns","bpns-CNB13",51.66725,2.79721
"432","bpns","bpns-CNB14",51.66594,2.79998
"433","bpns","bpns-CPowerReefballs",51.5800044,2.9954894
"434","bpns","bpns-CPowerReefballs-EMOBON",51.579833,2.9955
"435","bpns","bpns-D1",51.2325,2.643166667
"436","bpns","bpns-Duc de Normandie",51.4253,2.6055
"437","bpns","bpns-GARDENCITY",51.485333,2.298666667
"438","bpns","bpns-HD17",51.37233,3.357733
"439","bpns","bpns-herdersbrug",51.276209,3.211062
"440","bpns","bpns-KB2",51.350667,2.703666667
"441","bpns","bpns-Kilmore",51.3955,2.4965
"442","bpns","bpns-LNG",51.345261,3.212218
"443","bpns","bpns-LottoBuoy",51.5666667,2.983333
"444","bpns","bpns-middelkerkebank",51.3033,2.7125
"445","bpns","bpns-NHSE",51.757,2.665333333
"446","bpns","bpns-nieuwpoortbank",51.1695,2.6015
"447","bpns","bpns-NIEUWPOORTKUST8",51.160167,2.691833333
"448","bpns","bpns-NobelwindG10",51.63131,2.80156
"449","bpns","bpns-Noordede",51.223,2.9451
"450","bpns","bpns-NRT4",51.37233,3.357733
"451","bpns","bpns-O6",51.243106,2.917725
"452","bpns","bpns-OH1",51.240014,2.917553
"453","bpns","bpns-OOSTDYCK",51.356333,2.518666667
"454","bpns","bpns-radar",51.2741,2.447967
"455","bpns","bpns-RTNZ01",51.55004529,2.940354651
"456","bpns","bpns-RTNZ02",51.54877,2.93566
"457","bpns","bpns-RTNZ03",51.54813,2.93679
"458","bpns","bpns-RTNZ04",51.54795,2.93738
"459","bpns","bpns-RTNZ05",51.54766,2.93799
"460","bpns","bpns-RTNZ06",51.54584,2.94207
"461","bpns","bpns-RTNZ07",51.5456,2.94265
"462","bpns","bpns-RYCO",51.2247,2.9408
"463","bpns","bpns-S4",51.417167,3.0475
"464","bpns","bpns-S7",51.399667,3.173666667
"465","bpns","bpns-Trapegeer",51.1403333333,2.573
"466","bpns","bpns-vandamme",51.329852,3.2177857
"467","bpns","bpns-VG2",51.4325,2.802
"468","bpns","bpns-visart",51.329591,3.198043
"469","bpns","bpns-visartboudewijn",51.324999,3.199202
"470","bpns","bpns-vvw",51.14101,2.744052
"471","bpns","bpns-W1",51.391333,3.303666667
"472","bpns","bpns-WENDUINEBANKW",51.287167,2.879166667
"473","bpns","bpns-Whitley",51.1511666667,2.6603333333
"474","bpns","bpns-WK12",51.461167,3.107
"475","bpns","bpns-WK14",51.3685,3.262
"476","bpns","bpns-WKSabrina",51.221667,2.518683
"477","bpns","bpns-WZ",51.376167,3.178666667
"478","bpns","bpns-ZA2",51.3513,3.19883
"479","bpns","bpns-ZAND4",51.359,3.20318
"480","bpns","bpns-zbe1",51.364298,3.200701
"481","bpns","bpns-zbe2",51.363162,3.211188
"482","bpns","bpns-zbe3",51.362374,3.220989
"483","bpns","bpns-zbw1",51.362906,3.183634
"484","bpns","bpns-zbw2",51.359012,3.177194
"485","bpns","bpns-zbw3",51.355063,3.169958
"486","bpns","bpns-ZOKN",51.357167,3.1905
"487","bpns","bpns-ZW1",51.35718,3.19037
"488","demer","de-1",50.9851617,4.8410025
"489","demer","de-2",50.9942609,4.8938203
"490","demer","de-3",51.0028729,4.9333539
"491","demer","de-4",51.0089239,4.9623949
"492","demer","de-5",51.0026609,4.9914479
"493","demer","de-6",50.9898768,5.0152068
"494","demer","de-7",50.9909004,5.0310774
"495","demer","de-8",50.991246,5.0403814
"496","demer","de-9",50.9912632,5.049155
"497","demer","de-10",50.9916225,5.0542423
"498","demer","de-11",50.9922283,5.0549485
"499","demer","de-12",50.9911178,5.0574492
"500","demer","de-13",50.9918161,5.0578433
"501","demer","de-14",50.9902591,5.0602737
"502","demer","de-14a",50.99004,5.060056
"503","demer","de-15",50.9892822,5.0604112
"504","demer","de-16",50.9901667,5.0616675
"505","demer","de-18",50.9876189,5.0742895
"506","demer","de-19",50.9849358,5.075274
"507","demer","de-20",50.9847044,5.0765513
"508","demer","de-21",50.9843681,5.0725863
"509","demer","de-22",50.9833902,5.0759855
"510","demer","de-23",50.98197,5.0780232
"511","dijle","M-1",51.01136918,4.520968635
"512","dijle","M-2",51.02082596,4.498485779
"513","dijle","M-3",51.0229057,4.497271313
"514","dijle","M-4",51.02483717,4.495207458
"515","dijle","M-4A",51.025057,4.495476
"516","dijle","M-5",51.0340958,4.471940005
"517","dijle","M-6",51.05546566,4.442865645
"518","dijle","M-7",51.0746085,4.39848069
"519","dijle","me-7-2",51.082219,4.366229
"520","dijle","me-7-2b",51.1008,4.330483
"521","dijle","Test Rotselaar",50.947345,4.702879
"522","leopold","bh-1",51.3412021,3.2162872
"523","leopold","bh-2",51.3306565,3.2236553
"524","leopold","bh-3",51.2360813,3.447171
"525","leopold","bh-4",51.236215,3.448422
"526","leopold","bh-5",51.2503008,3.5426743
"527","leopold","bh-6",51.2505032,3.544414
"528","leopold","bh-7",51.254878,3.5621802
"529","leopold","bh-8",51.265006,3.5547265
"530","leopold","bh-9",51.2591163,3.5789817
"531","leopold","bh-10",51.2596961,3.5803334
"532","leopold","bh-11",51.2627862,3.616269
"533","leopold","bh-12",51.2655417,3.6551322
"534","leopold","bh-13",51.2664563,3.6608905
"535","leopold","bh-14",51.2608054,3.669741
"536","leopold","bh-15",51.2602787,3.6691424
"537","leopold","bh-16",51.267064,3.6744238
"538","leopold","bh-17",51.2677225,3.6813137
"539","leopold","bh-18",51.2666113,3.6865616
"540","leopold","bh-19",51.2642437,3.6884158
"541","leopold","bh-20",51.269978,3.7030611
"542","leopold","bh-21",51.2701028,3.7117942
"543","leopold","bh-22",51.2684107,3.718915
"544","leopold","bh-23",51.2672795,3.7173234
"545","leopold","bh-24",51.2719206,3.7319803
"546","leopold","bh-25",51.268928,3.7506924
"547","leopold","bh-26",51.2561385,3.7845731
"548","leopold","bh-27",51.2574609,3.7637309
"549","leopold","bh-28",51.2453761,3.7607615
"550","leopold","bh-29",51.2396828,3.7474982
"551","leopold","bh-30",51.2448946,3.7481689
"552","leopold","bh-31",51.2903715,3.7164467
"553","leopold","bh-32",51.3081908,3.7241653
"554","leopold","bh-33",51.3134659,3.7321561
