"","acoustic_tag_id","row_id","animal_project_code","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections","swimtime_s","swimdistance_m","speed_m_s","totaldistance_m","distance_to_source_m","downstream_migration","first_dist_to_use","first_dist_to_use_idx","time_first_dist_to_use","delta_totdist","delta_t","migration_speed","migration"
"53","A69-1601-20823",53,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-08 22:56:38,2014-11-08 22:56:38,1,4,2338.776258,584.694065,63532.602311,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"54","A69-1601-20823",54,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-08 22:57:22,2014-11-08 22:57:22,1,44,2338.776258,53.154006,65871.378569,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,FALSE
"55","A69-1601-20823",55,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-08 22:57:24,2014-11-08 22:58:08,2,2,2338.776258,1169.388129,68210.154827,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"56","A69-1601-20823",56,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-08 22:58:51,2014-11-08 23:03:48,11,43,2338.776258,54.390146,70548.931085,14418.300893,NA,NA,NA,NA,NA,NA,NA,FALSE
"57","A69-1601-20824",57,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 20:25:00,2014-11-07 20:25:00,1,NA,NA,NA,0,0,TRUE,5199.904243,2,2014-11-11 19:15:44,5199.904243,341444,0.0152291568837057,TRUE
"58","A69-1601-20824",58,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-11 19:15:44,2014-11-11 19:15:44,1,341444,5199.904243,0.015229,5199.904243,5199.904243,TRUE,12079.524635,3,2014-11-12 16:16:50,6879.620392,75666,0.0909208943514921,TRUE
"59","A69-1601-20824",59,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 16:16:50,2014-11-12 16:16:50,1,75666,6879.620392,0.090921,12079.524635,12079.524635,FALSE,NA,NA,NA,NA,NA,NA,TRUE
"60","A69-1601-20824",60,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 17:19:27,2014-11-12 17:29:11,13,NA,NA,NA,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
"61","A69-1601-20824",61,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 17:30:01,2014-11-12 17:31:55,2,50,2338.776258,46.775525,14418.300893,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,TRUE
"62","A69-1601-20824",62,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 17:32:12,2014-11-12 17:32:12,1,17,2338.776258,137.575074,16757.077151,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"63","A69-1601-20824",63,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 17:32:33,2014-11-12 17:32:33,1,21,2338.776258,111.370298,19095.853409,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,FALSE
"64","A69-1601-20824",64,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 17:32:50,2014-11-12 17:32:50,1,17,2338.776258,137.575074,21434.629667,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"65","A69-1601-20824",65,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 17:33:02,2014-11-12 17:36:59,6,12,2338.776258,194.898022,23773.405925,14418.300893,NA,NA,NA,NA,NA,NA,NA,FALSE
"66","A69-1601-20825",66,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 20:40:00,2014-11-07 20:40:00,1,NA,NA,NA,0,0,TRUE,12079.524635,3,2014-11-12 00:10:20,12079.524635,358220,0.0337209665429066,TRUE
"67","A69-1601-20825",67,"2014_Frome","F1","VR2W-103011",50.681696,-2.21012,2014-11-11 17:25:01,2014-11-11 17:27:14,3,333901,3674.748244,0.011006,3674.748244,3674.748244,TRUE,12079.524635,3,2014-11-12 00:10:20,8404.776391,24319,0.345605345244459,TRUE
"68","A69-1601-20825",68,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 00:10:20,2014-11-12 00:22:43,20,24186,8404.776391,0.347506,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
"69","A69-1601-20825",69,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 00:23:31,2014-11-12 00:23:31,1,48,2338.776258,48.724505,14418.300893,14418.300893,FALSE,NA,NA,NA,NA,NA,NA,TRUE
"70","A69-1601-20825",70,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-12 00:23:58,2014-11-12 00:23:58,1,27,2338.776258,86.621343,16757.077151,12079.524635,NA,NA,NA,NA,NA,NA,NA,FALSE
"71","A69-1601-20825",71,"2014_Frome","F8","VR2W-123749",50.690398,-2.084783,2014-11-12 00:24:46,2014-11-12 00:27:24,6,48,2338.776258,48.724505,19095.853409,14418.300893,NA,NA,NA,NA,NA,NA,NA,FALSE
"72","A69-1601-20826",72,"2014_Frome","rel_frome","none",50.688068,-2.257873,2014-11-07 20:40:00,2014-11-07 20:40:00,1,NA,NA,NA,0,0,TRUE,5199.904243,2,2014-11-08 00:45:39,5199.904243,14739,0.352798985209309,TRUE
"73","A69-1601-20826",73,"2014_Frome","F6","VR2W-105212",50.680533,-2.190656,2014-11-08 00:45:39,2014-11-08 00:46:10,2,14739,5199.904243,0.352799,5199.904243,5199.904243,TRUE,12079.524635,3,2014-11-10 00:28:43,6879.620392,171784,0.0400480859218554,TRUE
"74","A69-1601-20826",74,"2014_Frome","F7","VR2W-123747",50.683685,-2.108733,2014-11-10 00:28:43,2014-11-10 01:07:43,42,171753,6879.620392,0.040055,12079.524635,12079.524635,NA,NA,NA,NA,NA,NA,NA,TRUE
