animal_project_code,acoustic_tag_id,release_location,barrier_number,wrs_impact_score,important_wrs_type
2019_Grotenete,A69-9006-3988,Wildersedijk Grote Nete,0,0,none
2019_Grotenete,A69-9006-3986,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-3990,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-3994,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-3996,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-4034,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-4036,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-3944,Downstream confluent Grote Nete and Molse Nete,0,0,none
2019_Grotenete,A69-9006-4038,Downstream confluent Grote Nete and Molse Nete,0,0,none
DAK_markiezaatsmeer,A69-1602-10847,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10848,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10849,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10850,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10851,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10852,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10853,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10854,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10855,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10856,Markiezaat,2,2,weir_sluice
DAK_suderpolder,A69-1602-10857,Suderpolder Hintzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10858,Suderpolder Hintzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10859,Suderpolder Hintzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10860,Suderpolder Hintzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10861,Suderpolder Hintzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10862,Suderpolder Tzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10863,Suderpolder Tzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10864,Suderpolder Tzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10865,Suderpolder Tzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10866,Suderpolder Tzum boezem,1,2,shipping_lock
DAK_suderpolder,A69-1602-10817,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10818,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10819,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10820,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10821,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10822,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10823,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10824,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10825,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10826,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10827,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10828,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10829,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10830,Suderpolder polder,1,2,shipping_lock
DAK_suderpolder,A69-1602-10831,Suderpolder polder,1,2,shipping_lock
DAK_markiezaatsmeer,A69-1602-10832,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10833,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10834,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10835,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10836,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10837,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10838,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10839,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10840,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10841,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10842,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10843,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10844,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10845,Markiezaat,2,2,weir_sluice
DAK_markiezaatsmeer,A69-1602-10846,Markiezaat,2,2,weir_sluice
EMMN,A69-1105-234,elvestrand,0,0,none
EMMN,A69-1105-236,elvestrand,0,0,none
EMMN,A69-1105-237,elvestrand,0,0,none
EMMN,A69-1105-238,elvestrand,0,0,none
EMMN,A69-1105-239,elvestrand,0,0,none
EMMN,A69-1105-240,elvestrand,0,0,none
EMMN,A69-1105-244,elvestrand,0,0,none
EMMN,A69-1105-245,elvestrand,0,0,none
EMMN,A69-1105-246,elvestrand,0,0,none
EMMN,A69-1105-249,elvestrand,0,0,none
EMMN,A69-1105-250,elvestrand,0,0,none
EMMN,A69-1105-252,elvestrand,0,0,none
EMMN,A69-1105-253,elvestrand,0,0,none
EMMN,A69-1105-254,elvestrand,0,0,none
EMMN,A69-1105-255,elvestrand,0,0,none
EMMN,A69-1105-256,elvestrand,0,0,none
EMMN,A69-1206-372,elvestrand,0,0,none
EMMN,A69-1206-373,elvestrand,0,0,none
EMMN,A69-1206-375,elvestrand,0,0,none
EMMN,A69-1206-376,elvestrand,0,0,none
EMMN,A69-1206-377,elvemunning,0,0,none
EMMN,A69-1206-378,elvemunning,0,0,none
EMMN,A69-1206-379,elvemunning,0,0,none
EMMN,A69-1206-380,elvemunning,0,0,none
EMMN,A69-1206-381,elvemunning,0,0,none
EMMN,A69-1206-383,elvemunning,0,0,none
ESGL,A69-1601-38317,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38318,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38319,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38320,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38321,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38322,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38323,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38324,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38325,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38326,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38327,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38328,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38329,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38330,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38331,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38332,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38333,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38335,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38336,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38337,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38338,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38339,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38340,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38341,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38342,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38343,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38344,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38345,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38346,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38347,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38348,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38349,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38350,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38351,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38352,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38353,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38354,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38355,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38356,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38357,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38358,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38360,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38361,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38362,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38363,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38364,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38365,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-38366,Grand Lieu Lake,3,3,weir_sluice
ESGL,A69-1601-37992,Grand Lieu Lake,3,3,weir_sluice
life4fish,19003,Jambes,15,,NA
life4fish,6549,Pont de Wandre,10,,NA
life4fish,46958,Pont de Wandre,10,,NA
life4fish,7705,Pont de Wandre,10,,NA
life4fish,22379,Pont de Wandre,10,,NA
life4fish,7156,Pont de Wandre,10,,NA
life4fish,24398,Pont de Wandre,10,,NA
life4fish,29643,Pont de Wandre,10,,NA
life4fish,23512,Pont de Wandre,10,,NA
life4fish,49593,Pont de Wandre,10,,NA
life4fish,8858,Pont de Wandre,10,,NA
life4fish,16551,Pont de Wandre,10,,NA
life4fish,62946,Viaduc de Beez,14,,NA
life4fish,7422,Viaduc de Beez,14,,NA
life4fish,62850,Viaduc de Beez,14,,NA
life4fish,12850,Viaduc de Beez,14,,NA
life4fish,55660,Viaduc de Beez,14,,NA
life4fish,18913,Viaduc de Beez,14,,NA
life4fish,25285,Viaduc de Beez,14,,NA
life4fish,20173,Viaduc de Beez,14,,NA
life4fish,43600,Viaduc de Beez,14,,NA
life4fish,42701,Viaduc de Beez,14,,NA
life4fish,36012,Viaduc de Beez,14,,NA
life4fish,48139,Viaduc de Beez,14,,NA
life4fish,15349,Jambes,15,,NA
life4fish,9943,Jambes,15,,NA
life4fish,17021,Jambes,15,,NA
life4fish,24926,Jambes,15,,NA
life4fish,57481,Jambes,15,,NA
life4fish,15678,Jambes,15,,NA
life4fish,55931,Jambes,15,,NA
life4fish,26754,Jambes,15,,NA
life4fish,5079,Jambes,15,,NA
life4fish,50936,Jambes,15,,NA
life4fish,9556,Jambes,15,,NA
life4fish,17436,Jambes,15,,NA
life4fish,33383,Jambes,15,,NA
life4fish,22354,Jambes,15,,NA
life4fish,15336,Jambes,15,,NA
life4fish,24554,Jambes,15,,NA
life4fish,29851,Jambes,15,,NA
life4fish,52329,Jambes,15,,NA
life4fish,4731,Jambes,15,,NA
life4fish,65094,Jambes,15,,NA
life4fish,9238,Jambes,15,,NA
life4fish,61130,Jambes,15,,NA
life4fish,10689,Jambes,15,,NA
life4fish,57947,Jambes,15,,NA
life4fish,33108,Jambes,15,,NA
life4fish,65332,Jambes,15,,NA
life4fish,1141,Jambes,15,,NA
life4fish,34679,Jambes,15,,NA
life4fish,58523,Jambes,15,,NA
life4fish,52120,Jambes,15,,NA
life4fish,34135,Jambes,15,,NA
life4fish,20611,Jambes,15,,NA
life4fish,41344,Jambes,15,,NA
life4fish,62931,Jambes,15,,NA
life4fish,12227,Jambes,15,,NA
life4fish,16604,Jambes,15,,NA
life4fish,57116,Jambes,15,,NA
life4fish,32529,Jambes,15,,NA
life4fish,56600,Jambes,15,,NA
life4fish,32711,Jambes,15,,NA
life4fish,54553,Jambes,15,,NA
life4fish,62534,Jambes,15,,NA
life4fish,50081,Jambes,15,,NA
life4fish,22867,Jambes,15,,NA
life4fish,956,Amont Monsin,11,,NA
life4fish,1164,Amont Monsin,11,,NA
life4fish,63214,Amont Monsin,11,,NA
life4fish,29109,Amont Monsin,11,,NA
life4fish,50515,Amont Monsin,11,,NA
life4fish,47868,Amont Monsin,11,,NA
life4fish,25552,Amont Monsin,11,,NA
life4fish,47742,Amont Monsin,11,,NA
life4fish,33145,Amont Monsin,11,,NA
life4fish,52790,Amont Monsin,11,,NA
life4fish,65312,Amont Monsin,11,,NA
life4fish,60764,Amont Monsin,11,,NA
life4fish,22770,Amont Monsin,11,,NA
life4fish,10621,Amont Ampsin,13,,NA
life4fish,33968,Amont Ampsin,13,,NA
life4fish,59909,Amont Ampsin,13,,NA
life4fish,58799,Amont Ampsin,13,,NA
life4fish,2961,Amont Ampsin,13,,NA
life4fish,39666,Amont Ampsin,13,,NA
life4fish,50853,Amont Ampsin,13,,NA
life4fish,30503,Amont Ampsin,13,,NA
life4fish,34538,Amont Ampsin,13,,NA
life4fish,33896,Amont Ampsin,13,,NA
life4fish,44887,Amont Ampsin,13,,NA
life4fish,18860,Amont Ampsin,13,,NA
life4fish,40758,Amont Ampsin,13,,NA
life4fish,64221,Amont Ampsin,13,,NA
life4fish,46461,Amont Yvoz-Ramet,12,,NA
life4fish,54987,Amont Yvoz-Ramet,12,,NA
life4fish,47806,Amont Yvoz-Ramet,12,,NA
life4fish,6011,Amont Yvoz-Ramet,12,,NA
life4fish,64608,Amont Yvoz-Ramet,12,,NA
life4fish,63535,Amont Yvoz-Ramet,12,,NA
life4fish,21476,Amont Yvoz-Ramet,12,,NA
life4fish,49158,Amont Yvoz-Ramet,12,,NA
life4fish,3572,Amont Yvoz-Ramet,12,,NA
life4fish,45872,Amont Yvoz-Ramet,12,,NA
life4fish,40198,Amont Yvoz-Ramet,12,,NA
life4fish,10395,Amont Yvoz-Ramet,12,,NA
life4fish,43749,Amont Yvoz-Ramet,12,,NA
life4fish,22717,Amont Yvoz-Ramet,12,,NA
life4fish,56861,Amont Yvoz-Ramet,12,,NA
life4fish,59214,Amont Yvoz-Ramet,12,,NA
life4fish,42121,Amont Yvoz-Ramet,12,,NA
life4fish,55151,Amont Yvoz-Ramet,12,,NA
life4fish,55434,Amont Yvoz-Ramet,12,,NA
life4fish,13335,Amont Yvoz-Ramet,12,,NA
life4fish,12805,Amont Yvoz-Ramet,12,,NA
life4fish,29973,Amont Yvoz-Ramet,12,,NA
life4fish,58195,Amont Yvoz-Ramet,12,,NA
life4fish,30381,Amont Yvoz-Ramet,12,,NA
life4fish,46821,Amont Yvoz-Ramet,12,,NA
life4fish,19808,Amont Yvoz-Ramet,12,,NA
life4fish,13599,Amont Yvoz-Ramet,12,,NA
life4fish,25867,Amont Yvoz-Ramet,12,,NA
life4fish,63167,Amont Yvoz-Ramet,12,,NA
life4fish,32565,Amont Yvoz-Ramet,12,,NA
life4fish,13039,Amont Yvoz-Ramet,12,,NA
life4fish,49085,Amont Yvoz-Ramet,12,,NA
life4fish,57614,Amont Yvoz-Ramet,12,,NA
life4fish,18346,Amont Yvoz-Ramet,12,,NA
life4fish,9795,Amont Yvoz-Ramet,12,,NA
life4fish,39719,Amont Yvoz-Ramet,12,,NA
life4fish,59957,Amont Yvoz-Ramet,12,,NA
life4fish,43505,Amont Yvoz-Ramet,12,,NA
life4fish,8239,Amont Yvoz-Ramet,12,,NA
life4fish,19535,Amont Yvoz-Ramet,12,,NA
life4fish,10805,Amont Yvoz-Ramet,12,,NA
life4fish,52127,Amont Yvoz-Ramet,12,,NA
life4fish,5174,Amont Yvoz-Ramet,12,,NA
life4fish,13929,Amont Yvoz-Ramet,12,,NA
life4fish,5785,Amont Yvoz-Ramet,12,,NA
life4fish,16069,Amont Yvoz-Ramet,12,,NA
life4fish,46274,Amont Yvoz-Ramet,12,,NA
life4fish,61186,Amont Yvoz-Ramet,12,,NA
life4fish,62105,Amont Yvoz-Ramet,12,,NA
life4fish,54316,Amont Yvoz-Ramet,12,,NA
life4fish,50381,Pont de Wandre,10,,NA
Noordzeekanaal,A69-1602-3148,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3149,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3150,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3151,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3152,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3153,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3154,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3155,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3156,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3157,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3158,Vinkeveen binnenzijde,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3159,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3160,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3161,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3162,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3163,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3164,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3048,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3049,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3050,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3051,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3052,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3053,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3054,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3055,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3056,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3057,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3058,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3059,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3060,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3061,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3062,Overtoom,2,4,shipping_lock
Noordzeekanaal,A69-1602-3073,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3074,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3075,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3076,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3077,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3078,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3079,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3080,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3081,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3082,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3083,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3084,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3085,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3086,Spaarndam,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3188,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3189,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3190,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3191,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3192,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3193,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3194,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3195,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3196,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3197,Kortenhoef binnenzijde,2,4,shipping_lock
Noordzeekanaal,A69-1602-3198,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3199,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3200,Kortenhoef buitenzijde,1,4,shipping_lock
Noordzeekanaal,A69-1602-3201,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3202,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3203,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3204,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3205,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3206,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3207,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3208,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3209,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3210,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3211,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3212,Kortenhoef buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-2998,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-2999,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3000,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3001,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3002,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3003,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3004,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3005,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3006,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3007,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3008,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3009,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3010,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3011,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3012,Willem I,2,4,shipping_lock
Noordzeekanaal,A69-1602-3023,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3024,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3025,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3026,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3027,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3028,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3029,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3030,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3031,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3032,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3033,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3034,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3035,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3036,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3037,Kadoelen1,2,3,weir_shipping_lock
Noordzeekanaal,A69-1602-3098,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3099,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3100,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3101,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3102,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3103,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3104,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3105,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3106,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3107,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3108,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3109,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3110,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3111,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3112,Halfweg,2,6,pumping_station_shipping_lock
Noordzeekanaal,A69-1602-3165,Vinkeveen binnenzijde,3,6,shipping_lock
Noordzeekanaal,A69-1602-3166,Vinkeveen binnenzijde,3,6,shipping_lock
Noordzeekanaal,A69-1602-3167,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3168,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-1602-3169,Vinkeveen buitenzijde,1,2,shipping_lock
Noordzeekanaal,A69-9006-1713,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1714,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1715,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1716,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1717,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1718,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1719,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1720,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1721,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1722,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1723,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1724,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1725,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1726,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1727,Noordzeekanaal,1,2,shipping_lock
Noordzeekanaal,A69-9006-1728,Noordzeekanaal,1,2,shipping_lock
